ID,Plot,Treatment,Block,Replicate,P,N,K,Collection,Type,Bottle,Date_collected,Coord_x,Coord_y,LAI,Volume_mL,Rain_cm,PO4_ppm,NH4_ppm,NO3_ppm,N_ppm,K_ppm,Ca_ppm,Mg_ppm,Na_ppm,P_total_ppm,PO4.dep,NH4.dep,NO3.dep,N.dep,K.dep,Ca.dep,Mg.dep,Na.dep,P.total.dep,PO4.rain,NH4.rain,NO3.rain,K.rain
1-106,36,C,2,4,FALSE,FALSE,FALSE,1,Tfall,106,2018-06-25,325,740,4.1865,380,5.21439979050264,0.016357453060000002,0.013548949999999999,0.05973655,0.0732855,NA,NA,NA,NA,NA,0.765968227085644,0.634454836722119,2.7972752926679,3.43173012939002,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-107,36,C,2,4,FALSE,FALSE,FALSE,1,Tfall,107,2018-06-25,345,730,7.9118,350,5.21439979050264,0.028419904695,0.11648465,0.10292265,0.2194073,NA,NA,NA,NA,NA,1.22575066460259,5.02398367221195,4.43905452865065,9.4630382008626,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-108,36,C,2,4,FALSE,FALSE,FALSE,1,Tfall,108,2018-06-25,340,725,4.1019,820,5.21439979050264,0.02691211289,0.01935765,0.01008625,0.0294439,NA,NA,NA,NA,NA,1.56843870432125,1.12816439232409,0.587826936744847,1.71599132906894,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-54,18,K,2,2,FALSE,FALSE,TRUE,1,Tfall,54,2018-06-25,100,385,5.5735,400,5.21439979050264,0.054890348695,0.00787535,0.1658908,0.17376615,NA,NA,NA,NA,NA,2.70562408847813,0.38818730745533,8.17699568699938,8.56518299445471,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-55,19,K,1,3,FALSE,FALSE,TRUE,1,Tfall,55,2018-06-26,260,430,6.7792,400,5.21439979050264,0.106323327695,0.047860849999999996,0.004615,0.052475850000000004,NA,NA,NA,NA,NA,5.24082946124461,2.35913000616143,0.227479975354282,2.58660998151571,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-56,19,K,1,3,FALSE,FALSE,TRUE,1,Tfall,56,2018-06-26,245,410,5.4633,430,5.21439979050264,0.02389645115,0.01800685,0.0313173,0.049324150000000004,NA,NA,NA,NA,NA,1.26623216198398,0.95415224892175,1.65945027726433,2.61360252618607,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-57,19,K,1,3,FALSE,FALSE,TRUE,1,Tfall,57,2018-06-26,255,410,7.0126,400,5.21439979050264,0.022723758915,0.03813465,0.0300635,0.06819815,NA,NA,NA,NA,NA,1.12008669944547,1.87971164510166,1.4818730745533,3.36158471965496,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-58,20,NPK,1,3,TRUE,TRUE,TRUE,1,Tfall,58,2018-06-26,355,410,8.7795,420,5.21439979050264,0.08136075363,0.07474299999999999,0.02783455,0.10257755,NA,NA,NA,NA,NA,4.21090776643253,3.86839926062847,1.44060517560074,5.3090044362292,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-59,20,NPK,1,3,TRUE,TRUE,TRUE,1,Tfall,59,2018-06-26,340,405,7.8292,490,5.21439979050264,0.044838299155000004,0.01233315,0.0148787,0.02721185,NA,NA,NA,NA,NA,2.70742656635243,0.744700369685767,0.898405791743685,1.64310616142945,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-60,20,NPK,1,3,TRUE,TRUE,TRUE,1,Tfall,60,2018-06-26,335,415,4.4756,490,5.21439979050264,0.11570521716,0.035567999999999995,0.043298,0.078866,NA,NA,NA,NA,NA,6.98651342062846,2.14766728280961,2.6144202094886,4.76208749229821,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-61,21,PK,2,3,TRUE,FALSE,TRUE,1,Tfall,61,2018-06-25,200,460,9.0728,390,5.21439979050264,0.0264095026,0.02422075,0.004615,0.02883575,NA,NA,NA,NA,NA,1.26921823955638,1.16402865064695,0.221792975970425,1.38582162661738,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-62,21,PK,2,3,TRUE,FALSE,TRUE,1,Tfall,62,2018-06-25,190,440,5.4941,560,5.21439979050264,0.051707176235,0.026787400000000003,0.0296456,0.056433,NA,NA,NA,NA,NA,3.56820932736907,1.84854516327788,2.04578385705484,3.89432902033272,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-63,21,PK,2,3,TRUE,FALSE,TRUE,1,Tfall,63,2018-06-25,185,430,14.813,160,5.21439979050264,0.16764088458,0.06366595,0.05096005,0.114626,NA,NA,NA,NA,NA,3.30530394735675,1.25527443006778,1.00475760936537,2.26003203943315,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-64,22,NP,2,3,TRUE,TRUE,FALSE,1,Tfall,64,2018-06-25,85,505,17.462,210,5.21439979050264,0.057068300575,0.03300135,0.04692,0.07992135,NA,NA,NA,NA,NA,1.47681369325323,0.854009057301294,1.21419593345656,2.06820499075786,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-65,22,NP,2,3,TRUE,TRUE,FALSE,1,Tfall,65,2018-06-25,90,490,7.4255,260,5.21439979050264,0.086219228615,0.01368405,0.03089935,0.044583399999999995,NA,NA,NA,NA,NA,2.76241521132471,0.438429205175601,0.989997658656808,1.42842686383241,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-66,22,NP,2,3,TRUE,TRUE,FALSE,1,Tfall,66,2018-06-25,90,475,NA,530,5.21439979050264,0.29094615842500005,0.0269225,0.004615,0.0315375,NA,NA,NA,NA,NA,19.0020288312076,1.75833949476278,0.301410967344424,2.05975046210721,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-67,23,N,1,3,FALSE,TRUE,FALSE,1,Tfall,67,2018-06-26,265,490,7.7751,550,5.21439979050264,0.0120015493,0.00990165,0.07436409999999999,0.08426575,NA,NA,NA,NA,NA,0.81341369254467,0.671091497227357,5.04008071472582,5.71117221195317,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-68,23,N,1,3,FALSE,TRUE,FALSE,1,Tfall,68,2018-06-26,245,485,3.2094,440,5.21439979050264,0.0131742806,0.0086859,0.055139299999999995,0.0638252,NA,NA,NA,NA,NA,0.714317124337646,0.470954528650647,2.98968478126925,3.4606393099199,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-69,23,N,1,3,FALSE,TRUE,FALSE,1,Tfall,69,2018-06-26,265,515,7.9673,270,5.21439979050264,0.04802143255,0.02678745,0.05374625,0.0805337,NA,NA,NA,NA,NA,1.5977556116451,0.891264510166359,1.78823012939002,2.67949463955638,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-70,24,P,1,3,TRUE,FALSE,FALSE,1,Tfall,70,2018-06-26,335,500,NA,570,5.21439979050264,0.19779707226499998,0.021924299999999997,0.0354966,0.057420900000000004,NA,NA,NA,NA,NA,13.8933248541035,1.53996931608133,2.49329168207024,4.03326099815157,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-71,24,P,1,3,TRUE,FALSE,FALSE,1,Tfall,71,2018-06-26,350,485,9.8752,570,5.21439979050264,0.34824283299000003,0.0883867,0.046084150000000004,0.13447085,NA,NA,NA,NA,NA,24.4606795815527,6.20830794824399,3.23696432532348,9.44527227356747,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-73,Rain 1,Rain,NA,NA,Rain,Rain,Rain,1,Rain,73,2018-06-24,60,585,0,420,5.21439979050264,0.013844440675,0.0066596,0.04455175,0.05121135,NA,NA,NA,NA,NA,0.716532973937153,0.344674306839187,2.30582070240296,2.65049500924214,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-74,Rain 1,Rain,NA,NA,Rain,Rain,Rain,1,Rain,74,2018-06-24,60,590,0,400,5.21439979050264,0.00747813482,0.0066596,0.038143500000000004,0.0448031,NA,NA,NA,NA,NA,0.368608000985829,0.328261244608749,1.88014787430684,2.20840911891559,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-75,Rain 1,Rain,NA,NA,Rain,Rain,Rain,1,Rain,75,2018-06-24,65,590,0,410,5.21439979050264,0.01920552595,0.001,0.07213515,0.07313515,NA,NA,NA,NA,NA,0.970334644423906,0.050523721503388803,3.64453622920517,3.69505995070856,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-78,26,C,2,3,FALSE,FALSE,FALSE,1,Tfall,78,2018-06-25,170,525,2.4276,380,5.21439979050264,0.121736501575,0.1745717,0.162826,0.33739769999999997,NA,NA,NA,NA,NA,5.70053858268638,8.17464522489217,7.62463093037585,15.799276155268,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-79,27,NK,2,3,FALSE,TRUE,TRUE,1,Tfall,79,2018-06-25,75,555,10.606,310,5.21439979050264,0.021718538335000002,0.06434135,0.066702,0.13104335,NA,NA,NA,NA,NA,0.829666898810844,2.45789507085644,2.54807393715342,5.00596900800986,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-80,27,NK,2,3,FALSE,TRUE,TRUE,1,Tfall,80,2018-06-25,60,565,12.445,330,5.21439979050264,0.09493099707000001,0.0298944,0.05151725,0.08141164999999999,NA,NA,NA,NA,NA,3.86041023205176,1.21566876155268,2.09497134935305,3.31064011090573,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-82,28,N,1,4,FALSE,TRUE,FALSE,1,Tfall,82,2018-06-25,320,565,9.3635,70,5.21439979050264,0.02071335682,0.01395425,0.064891,0.07884524999999999,NA,NA,NA,NA,NA,0.178673441454097,0.120369377695625,0.559749845964264,0.680119223659889,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-83,28,N,1,4,FALSE,TRUE,FALSE,1,Tfall,83,2018-06-25,295,585,6.1056,340,5.21439979050264,0.01820030537,0.0031473,0.029924199999999998,0.033071500000000004,NA,NA,NA,NA,NA,0.762551303240912,0.131864695009242,1.25375576093654,1.38562045594578,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-85,29,NPK,1,4,TRUE,TRUE,TRUE,1,Tfall,85,2018-06-26,405,585,9.2995,550,5.21439979050264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-86,29,NPK,1,4,TRUE,TRUE,TRUE,1,Tfall,86,2018-06-26,395,565,4.6818,410,5.21439979050264,0.18439430048,0.0473205,0.03925795,0.08657845,NA,NA,NA,NA,NA,9.31628628426371,2.39080776340111,1.98345773259396,4.37426549599507,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-87,29,NPK,1,4,TRUE,TRUE,TRUE,1,Tfall,87,2018-06-26,375,585,8.4514,640,5.21439979050264,0.19293859728,0.05502045,0.05277105,0.1077915,NA,NA,NA,NA,NA,8.77616931479744,2.50270703624733,2.40038891257996,4.90309594882729,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-88,30,P,1,4,TRUE,FALSE,FALSE,1,Tfall,88,2018-06-25,215,635,10.195,370,5.21439979050264,0.08353870551,0.00895605,0.004615,0.01357105,NA,NA,NA,NA,NA,3.80891201955638,0.408347319778189,0.210418977202711,0.6187662969809,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-91,Rain 3,Rain,NA,NA,Rain,Rain,Rain,1,Rain,91,2018-06-24,410,675,0,400,5.21439979050264,0.011666488794999999,0.0020666,0.0953999,0.0974665,NA,NA,NA,NA,NA,0.575057981269254,0.101865680837954,4.70239802834258,4.80426370918053,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-92,Rain 3,Rain,NA,NA,Rain,Rain,Rain,1,Rain,92,2018-06-24,410,680,0,420,5.21439979050264,0.007310585035,0.01449455,0.06099035,0.0754849,NA,NA,NA,NA,NA,0.378366693123845,0.750180036968577,3.15661700554529,3.90679704251386,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-93,Rain 3,Rain,NA,NA,Rain,Rain,Rain,1,Rain,93,2018-06-24,415,675,0,760,5.21439979050264,0.010828818,0.01557525,0.06349795,0.0790732,NA,NA,NA,NA,NA,0.584925492537313,0.841307036247335,3.42988216062544,4.27118919687278,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-98,33,PK,2,4,TRUE,FALSE,TRUE,1,Tfall,98,2018-06-24,455,635,8.2871,420,5.21439979050264,0.150552408175,0.021113800000000002,0.045805549999999993,0.06691934999999999,NA,NA,NA,NA,NA,7.79199155064695,1.09276598890943,2.3707123844732,3.46347837338262,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
1-99,33,PK,2,4,TRUE,FALSE,TRUE,1,Tfall,99,2018-06-24,450,640,5.3776,780,5.21439979050264,0.041152516405,0.00963145,0.07102065,0.0806521,NA,NA,NA,NA,NA,2.28137617597015,0.533939658848614,3.937178891258,4.47111855010661,NA,NA,NA,NA,NA,0.701392541202715,0.81436459367628,3.47349215079723,NA
3-10,4,N,1,1,FALSE,TRUE,FALSE,3,Tfall,10,2018-07-06,210,85,7.2243,30,0.738156326894705,0.190760606335,0.23906375,0.10630235,0.3453661,NA,NA,NA,NA,NA,0.705214810850277,0.883784658040665,0.392984658040665,1.27676931608133,NA,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-14,5,NPK,1,1,TRUE,TRUE,TRUE,3,Tfall,14,2018-07-06,285,105,6.8681,30,0.738156326894705,0.766743482505,0.1252297,0.31497854999999997,0.44020825,NA,NA,NA,NA,NA,2.83454152497227,0.462956377079482,1.16443086876155,1.62738724584103,NA,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-16,6,C,2,1,FALSE,FALSE,FALSE,3,Tfall,16,2018-07-08,65,155,4.5956,35,0.738156326894705,0.05857609238,0.1164106,0.11229004999999999,0.22870065,NA,NA,NA,NA,NA,0.252638722526186,0.50207898952557,0.484307054836722,0.986386044362292,NA,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-17,6,C,2,1,FALSE,FALSE,FALSE,3,Tfall,17,2018-07-08,50,150,11.579,50,0.738156326894705,0.13262622191,0.22956625,0.029227250000000003,0.2587935,3.07,NA,NA,NA,NA,0.817167109735058,1.41445625385089,0.180081638940234,1.59453789279113,18.9155884165126,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-18,6,C,2,1,FALSE,FALSE,FALSE,3,Tfall,18,2018-07-08,55,145,6.9105,40,0.738156326894705,0.154238112795,0.12807895,0.1364954,0.26457434999999996,NA,NA,NA,NA,NA,0.760261800591497,0.631319531731362,0.672805422057917,1.30412495378928,NA,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-2,1,P,1,1,TRUE,FALSE,FALSE,3,Tfall,2,2018-07-06,185,15,8.9596,45,0.738156326894705,0.57290635116,0.2512748,0.1298708,0.38114560000000003,2.98,NA,NA,NA,NA,3.17692985855823,1.39339075785582,0.720170794824399,2.11356155268022,16.5249537892791,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-21,7,PK,2,1,TRUE,FALSE,TRUE,3,Tfall,21,2018-07-08,130,170,6.6957,45,0.738156326894705,0.110679231455,0.1967321,0.15267485,0.34940695,NA,NA,NA,NA,NA,0.613748048733826,1.09093585951941,0.846625785582255,1.93756164510166,NA,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-22,Rain 2,Rain,NA,NA,Rain,Rain,Rain,3,Rain,22,2018-07-08,90,105,0.014104,45,0.738156326894705,0.032273159100000004,0.033511200000000005,0.20528980000000002,0.23880099999999999,0.039749,NA,NA,NA,NA,0.178963913678373,0.185829205175601,1.13839075785582,1.32421996303142,0.220419593345656,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-23,Rain 2,Rain,NA,NA,Rain,Rain,Rain,3,Rain,23,2018-07-08,95,110,0.15048,45,0.738156326894705,0.029425125275,0.06905889999999999,0.20681855,0.27587745,0.039749,NA,NA,NA,NA,0.163170750138632,0.382951386321627,1.14686811460259,1.52981950092421,0.220419593345656,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-24,Rain 2,Rain,NA,NA,Rain,Rain,Rain,3,Rain,24,2018-07-08,95,105,0,50,0.738156326894705,0.056565690285000005,0.1294357,0.19573505,0.32517075,0.039749,NA,NA,NA,NA,0.348525510073937,0.797508934072705,1.20600770178681,2.00351663585952,0.244910659272951,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-25,9,NK,1,2,FALSE,TRUE,TRUE,3,Tfall,25,2018-07-06,285,195,6.3464,70,0.738156326894705,0.08454392609,0.22943059999999998,0.1684721,0.3979027,14.15,NA,NA,NA,NA,0.729276010634627,1.97906863832409,1.45324054220579,3.43230918052988,122.057917436845,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-26,9,NK,1,2,FALSE,TRUE,TRUE,3,Tfall,26,2018-07-06,295,190,7.6015,70,0.738156326894705,0.04132006619,0.11790305,0.09050515,0.2084082,NA,NA,NA,NA,NA,0.356426941873074,1.01703185459026,0.780697535428219,1.79772939001848,NA,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-27,9,NK,1,2,FALSE,TRUE,TRUE,3,Tfall,27,2018-07-06,270,195,7.9947,80,0.738156326894705,0.05740336108000001,0.1349985,0.10349965,0.23849815000000002,2.85,NA,NA,NA,NA,0.565898815329636,1.330853974122,1.0203292667899,2.35118324091189,28.0961182994455,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-28,10,NK,2,1,FALSE,TRUE,TRUE,3,Tfall,28,2018-07-08,60,200,11.441,30,0.738156326894705,0.07868019146,0.1314709,0.2561212,0.3875921,NA,NA,NA,NA,NA,0.29086946935305,0.486029205175601,0.946843622920517,1.43287282809612,NA,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-29,10,NK,2,1,FALSE,TRUE,TRUE,3,Tfall,29,2018-07-08,45,205,3.5376,75,0.738156326894705,0.039477174814999995,0.1044709,0.1479612,0.2524321,NA,NA,NA,NA,NA,0.364853741358595,0.965535120147874,1.36747874306839,2.33301386321627,NA,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-3,1,P,1,1,TRUE,FALSE,FALSE,3,Tfall,3,2018-07-06,215,20,NA,40,0.738156326894705,0.29463190211,0.22309489999999998,0.3086087,0.5317036,NA,NA,NA,NA,NA,1.45228294324091,1.09966678989526,1.52117658656808,2.62084337646334,NA,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-30,10,NK,2,1,FALSE,TRUE,TRUE,3,Tfall,30,2018-07-08,35,215,8.3575,70,0.738156326894705,0.08538155782,0.08126995,0.1423557,0.22362565,NA,NA,NA,NA,NA,0.736501422969809,0.701034688847813,1.22796044362292,1.92899513247073,NA,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-31,11,N,2,2,FALSE,TRUE,FALSE,3,Tfall,31,2018-07-08,110,235,8.7214,70,0.738156326894705,0.082868545435,0.17895824999999999,0.19509805,0.3740563,1.84,NA,NA,NA,NA,0.714824175040049,1.54369408502773,1.68291601971657,3.2266101047443,15.871842267406,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-32,11,N,2,2,FALSE,TRUE,FALSE,3,Tfall,32,2018-07-08,115,250,7.4964,65,0.738156326894705,0.072481396325,0.26199335,0.19038435,0.4523777,1.87,NA,NA,NA,NA,0.58056571301602,2.09852960566851,1.52495166358595,3.62348126925447,14.9784349969193,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-6,2,K,1,1,FALSE,FALSE,TRUE,3,Tfall,6,2018-07-06,295,30,13.594,25,0.738156326894705,0.49517036075,0.27746069999999995,0.4157495,0.6932102,NA,NA,NA,NA,NA,1.52547862215034,0.854777264325323,1.2808056069008,2.13558287122612,NA,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-7,3,NP,2,1,TRUE,TRUE,FALSE,3,Tfall,7,2018-07-08,110,90,1.2799,80,0.738156326894705,0.0599163344,0.06593829999999999,0.1707652,0.23670349999999998,NA,NA,NA,NA,NA,0.590672427849661,0.650038693776956,1.68345237215034,2.3334910659273,NA,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-8,3,NP,2,1,TRUE,TRUE,FALSE,3,Tfall,8,2018-07-08,115,70,11.209,40,0.738156326894705,1.00124571625,0.4820636,0.19726380000000002,0.6793274,NA,NA,NA,NA,NA,4.93528387553912,2.3761606900801,0.972341589648799,3.3485022797289,NA,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
4-51,17,NPK,2,2,TRUE,TRUE,TRUE,4,Tfall,51,2018-07-13,175,350,11.259,100,1.31700554528651,0.9761155924,0.39260085,0.2147886,0.60738945,NA,NA,NA,NA,NA,12.0285347184227,4.83796487985212,2.64680961182994,7.48477449168207,NA,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
4-52,18,K,2,2,FALSE,FALSE,TRUE,4,Tfall,52,2018-07-13,75,390,11.718,80,1.31700554528651,0.18489691077,0.2446814,0.19988245000000002,0.44456385,0.69,NA,NA,NA,NA,1.82276683445471,2.41213949476278,1.97049858287123,4.38263807763401,6.80221811460259,NA,NA,NA,NA,0.392618835081639,1.29674794362292,3.17865323089957,14.653937461491061
2-14,5,NPK,1,1,TRUE,TRUE,TRUE,2,Tfall,14,2018-07-03,265,90,8.8141,100,1.08954099905075,0.223384569135,0.31580104999999997,0.14380510000000002,0.45960615,4.28,1.17,0.73,9.01,0.24,2.75273652661738,3.89157178065311,1.77208995686999,5.66366173752311,52.7418361059766,14.4177449168207,8.99568699938386,111.028958718423,2.95748613678373,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-15,5,NPK,1,1,TRUE,TRUE,TRUE,2,Tfall,15,2018-07-03,270,85,7.3672,110,1.08954099905075,0.116833375295,0.20451515,0.08875905,0.2932742,1.87,1.36,0.57,11.58,0.14,1.58369331884781,2.77223247073321,1.20314177449168,3.97537424522489,25.3481207640172,18.4349969192853,7.7264325323475,156.968576709797,1.8977202711029,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-16,6,C,2,1,FALSE,FALSE,FALSE,2,Tfall,16,2018-07-03,65,145,7.705,45,1.08954099905075,0.10316011745,0.1229409,0.2093361,0.332277,1.35,1.49,0.58,15.36,0.14,0.572052407301294,0.681742513863216,1.16082865064695,1.84257116451017,7.48613678373383,8.26247689463956,3.21626617375231,85.1756007393715,0.77634011090573,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-17,6,C,2,1,FALSE,FALSE,FALSE,2,Tfall,17,2018-07-03,60,130,8.6802,170,1.08954099905075,0.06314091576,0.06444620000000001,0.0152263,0.0796725,4.13,1.71,0.93,8.57,0.08,1.32273021308688,1.35007443006778,0.318973629081947,1.66904805914972,86.5187923598275,35.822550831793,19.4824399260628,179.531731361676,1.67590881084412,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-19,7,PK,2,1,TRUE,FALSE,TRUE,2,Tfall,19,2018-07-03,120,145,3.9529,70,1.08954099905075,0.17319377900500002,0.1652534,0.14159775,0.30685115,2.34,1.1,0.79,8.87,0.2,1.49396975112138,1.42547603203943,1.22142236598891,2.64689839802834,20.184842883549,9.48860135551448,6.81454097350585,76.5126309303758,1.72520024645718,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-20,7,PK,2,1,TRUE,FALSE,TRUE,2,Tfall,20,2018-07-03,120,175,6.2048,70,1.08954099905075,0.6499229595949999,0.4101088,0.1330442,0.543153,5.56,1.71,0.77,9.47,0.7,5.60623625035736,3.53759901417129,1.14763943314849,4.68523844731978,47.9605668515095,14.7504621072089,6.64202094886013,81.6882316697474,6.03820086260012,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-22,Rain 2,Rain,NA,NA,Rain,Rain,Rain,2,Rain,22,2018-07-03,90,105,0.014104,105,1.08954099905075,0.030958739045000003,0.1607436,0.25155185,0.41229545,1.14,0.82,0.37,7.99,0.02,0.400575181728281,2.0798617375231,3.25482985212569,5.3346915896488,14.7504621072089,10.6099815157116,4.78743068391867,103.382624768946,0.258780036968577,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-23,Rain 2,Rain,NA,NA,Rain,Rain,Rain,2,Rain,23,2018-07-03,95,110,0.15048,100,1.08954099905075,0.023455133845,0.11179905,0.26907279999999995,0.38087185,1.16,0.68,0.37,9.22,0.01,0.289034304929144,1.37768391866913,3.31574614910659,4.69343006777572,14.294516327788,8.37954405422058,4.55945779420826,113.616759088108,0.123228589032656,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-24,Rain 2,Rain,NA,NA,Rain,Rain,Rain,2,Rain,24,2018-07-03,95,105,0,100,1.08954099905075,0.013617082375,0.0640483,0.27224585,0.33629415,1.17,0.82,0.36,8.67,0.01,0.167801384781269,0.789258163894023,3.3548471965496,4.14410536044362,14.4177449168207,10.1047443006778,4.4362292051756,106.839186691312,0.123228589032656,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-25,9,NK,1,2,FALSE,TRUE,TRUE,2,Tfall,25,2018-07-03,285,180,6.0188,105,1.08954099905075,0.12500393724,0.2492152,0.1589807,0.4081959,3.03,1.83,0.64,10.1,0.15,1.61742617500924,3.22459593345656,2.05705157116451,5.28164750462107,39.2051756007394,23.6783733826248,8.28096118299445,130.683918669131,1.94085027726433,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-26,9,NK,1,2,FALSE,TRUE,TRUE,2,Tfall,26,2018-07-03,290,175,6.9615,60,1.08954099905075,0.113831933215,0.13434800000000002,0.17263874999999998,0.30698675,1.7,1.52,0.52,14.55,0.15,0.841640911016636,0.993330868761553,1.27644177449168,2.26977264325323,12.5693160813309,11.2384473197782,3.84473197781885,107.578558225508,1.1090573012939,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
