"ID","PO4.conc","PO4.range","PO4.pct","NH4.conc","NH4.range","NH4.pct","NO3.conc","NO3.range","NO3.pct","Ca_ppm","P_ppm","Mg_ppm","K_ppm","Na_ppm","Fe_ppm","Zn_ppm","Cu_ppm","Mn_ppm","Mo_ppm","Collection","Bottle","Coord_x","Coord_y","Date_collected","Extra_volume","Volume_mL","Funnel_area","Water_cm","Collector","Photo_number","Notes","Notes.2","Notes.3","Plot","Treatment","Sample","X1.4m","Palm","Plants_above","Canopy","Date_placed","ID.full","Gap_Fraction.4.5","LAI.4.5","Gap_Fraction.2.25","LAI.2.25","Gap_Fraction.9","LAI.9","K_DL","P.dep","K.dep","Mg.dep","Ca.dep","Na.dep","P.fert","N.fert","K.fert","PO4.dep","NH4.dep","NO3.dep","N.conc","N.dep","DI.control","Treatment.DI","Type","Rain_cm","PO4.rain","NH4.rain","NO3.rain","PO4.dep.pct.of.rain","NH4.dep.pct.of.rain","NO3.dep.pct.of.rain","N.dep.pct.of.rain"
"3-8",1001.24571625,16.7534159,1.67325718633256,482.0636,20.6232,4.27810770197127,197.2638,1.78359999999998,0.904169949073261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"8",115,70,"2018-07-08","0",40,81.15,0.492914356130622,"Palani",1762,"","","","3","NP",218,"","","","","","3NP-2",0.0064484,11.209,0.0086855,10.547,0.0057929,11.447,NA,NA,NA,NA,NA,NA,"TRUE","TRUE","FALSE",4.93528387553912,2.3761606900801,0.972341589648799,679.3274,3.3485022797289,FALSE,"NP","Tfall",0.738156326894705,0.220263081499984,0.336914199541309,1.44350418552701,2240.63144941495,705.271755632479,67.3598039685492,188.073899248148
"4-51",976.1155924,20.1044116,2.05963430525362,392.60085,2.43149999999997,0.619331313215438,214.7886,61.0178,28.4083047238075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"51",175,350,"2018-07-13","",100,81.15,1.23228589032656,"Eva",1795,"","","","17","NPK",363,"","","","","","17NPK-3",0.0063032,11.259,0.0021595,13.64,0.0095576,10.334,NA,NA,NA,NA,NA,NA,"TRUE","TRUE","TRUE",12.0285347184227,4.83796487985212,2.64680961182994,607.38945,7.48477449168207,FALSE,"NPK","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,3063.66726291201,373.084445874313,83.26827179827,167.242537591743
"4-52",184.89691077,1.00522057999999,0.543665427298796,244.6814,21.6138,8.83344626931185,199.88245,10.0303,5.01809938791525,NA,NA,NA,0.69,NA,NA,NA,NA,NA,NA,4,"52",75,390,"2018-07-13","",80,81.15,0.985828712261245,"Palani",1799,"","","","18","K",364,"","","","","","18K-1",0.0051285,11.718,0.0011442,15.051,0.0082719,10.655,0.077179,NA,6.80221811460259,NA,NA,NA,"FALSE","FALSE","TRUE",1.82276683445471,2.41213949476278,1.97049858287123,444.56385,4.38263807763401,FALSE,"K","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,464.258632440723,186.014522454042,61.9916184538811,97.9272674499762
"2-14",223.384569135,5.66934719000001,2.53793143006839,315.80105,15.9169,5.0401669025483,143.8051,11.3128,7.86675855028786,1.17,0.24,0.73,4.28,9.01,0,0.01,0,0.01,0,2,"14",265,90,"2018-07-03","50",100,81.15,1.23228589032656,"Omar",1573,"","","","5","NPK",119,"N","Y","3","Y","","5NPK-2",0.018943,8.8141,0.016947,9.0614,0.024116,8.2775,0.0845173333333333,2.95748613678373,52.7418361059766,8.99568699938386,14.4177449168207,111.028958718423,"TRUE","TRUE","TRUE",2.75273652661738,3.89157178065311,1.77208995686999,459.60615,5.66366173752311,FALSE,"NPK","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,1167.98239693429,407.341945603291,55.7982678326556,137.093355235907
"2-15",116.833375295,3.33497905000001,2.85447462386438,204.51515,16.7127,8.17186404039015,88.75905,1.6555,1.86516191870013,1.36,0.14,0.57,1.87,11.58,0,0.01,0,0.07,0,2,"15",270,85,"2018-07-03","60",110,81.15,1.35551447935921,"Omar",1561,"","","","5","NPK",120,"Y","Y","4","Y","","5NPK-3",0.036325,7.3672,0.049653,6.6726,0.030412,7.7621,0.0845173333333333,1.8977202711029,25.3481207640172,7.7264325323475,18.4349969192853,156.968576709797,"TRUE","TRUE","TRUE",1.58369331884781,2.77223247073321,1.20314177449168,293.2742,3.97537424522489,FALSE,"NPK","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,671.958940011476,290.177499463614,37.8836450787857,96.227038063653
"2-16",103.16011745,0,0,122.9409,4.24459999999999,3.45255321866034,209.3361,1.65560000000002,0.790881267015112,1.49,0.14,0.58,1.35,15.36,0.05,0.02,0,0,0,2,"16",65,145,"2018-07-03","0",45,81.15,0.55452865064695,"Omar",1659,"","","","6","C",121,"Y","Y","2","Y","","6C-1",0.031202,7.705,0.019822,8.7132,0.041422,7.0754,0.0845173333333333,0.77634011090573,7.48613678373383,3.21626617375231,8.26247689463956,85.1756007393715,"FALSE","FALSE","FALSE",0.572052407301294,0.681742513863216,1.16082865064695,332.277,1.84257116451017,FALSE,"C","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,242.72106516232,71.3599382589096,36.5513204933595,44.6008739416882
"2-17",63.14091576,1.33399161999999,2.11272136924736,64.4462,20.4268,31.6958951807865,15.2263,1.3796,9.06063850048928,1.71,0.08,0.93,4.13,8.57,0,0.01,0,0,0,2,"17",60,130,"2018-07-03","120",170,81.15,2.09488601355514,"Omar",1663,"","","","6","C",122,"N","N","2","Y","","6C-2",0.020119,8.6802,0.019704,8.7265,0.04179,7.0558,0.0845173333333333,1.67590881084412,86.5187923598275,19.4824399260628,35.822550831793,179.531731361676,"FALSE","FALSE","FALSE",1.32273021308688,1.35007443006778,0.318973629081947,79.6725,1.66904805914972,FALSE,"C","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,561.232646074213,141.316150915445,10.0436075031457,40.4006116683942
"2-19",173.193779005,6.66987997,3.85110828363382,165.2534,1.857,1.12372877048218,141.59775,61.5301,43.4541509310706,1.1,0.2,0.79,2.34,8.87,0,0.01,0,0.03,0,2,"19",120,145,"2018-07-03","20",70,81.15,0.862600123228589,"Omar",1652,"","","","7","PK",124,"N","N","1","N","","7PK-1",0.16884,3.9529,0.1595,4.0794,0.16004,4.0719,0.0845173333333333,1.72520024645718,20.184842883549,6.81454097350585,9.48860135551448,76.5126309303758,"TRUE","FALSE","TRUE",1.49396975112138,1.42547603203943,1.22142236598891,306.85115,2.64689839802834,FALSE,"PK","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,633.889351192749,149.208652192547,38.459250925739,64.0702427459849
"2-20",649.922959595,5.66934719000001,0.872310649485728,410.1088,3.4486,0.840898805390179,133.0442,6.898,5.18474311544584,1.71,0.7,0.77,5.56,9.47,0,0.01,0,0,0,2,"20",120,175,"2018-07-03","20",70,81.15,0.862600123228589,"Omar",1657,"","","","7","PK",125,"N","N","4","Y","","7PK-2",0.061289,6.2048,0.072177,5.8414,0.048365,6.7311,0.0845173333333333,6.03820086260012,47.9605668515095,6.64202094886013,14.7504621072089,81.6882316697474,"TRUE","FALSE","TRUE",5.60623625035736,3.53759901417129,1.14763943314849,543.153,4.68523844731978,FALSE,"PK","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,2378.71848255619,370.29060400756,36.1360280937671,113.409855424071
"2-22",30.958739045,0.333536969999997,1.07735967383938,160.7436,31.5686,19.63910227219,251.55185,48.0101,19.0855682436842,0.82,0.02,0.37,1.14,7.99,0,0.01,0,0,0,2,"22",90,105,"2018-07-03","55",105,81.15,1.29390018484288,"Omar",1589,"","","","Rain 2","Rain",127,"","","","","","R11",0.99367,0.014104,1,0,0.94365,0.12889,0.0845173333333333,0.258780036968577,14.7504621072089,4.78743068391867,10.6099815157116,103.382624768946,"Rain","Rain","Rain",0.400575181728281,2.0798617375231,3.25482985212569,412.29545,5.3346915896488,FALSE,"Rain","Rain",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,169.963509541652,217.705075095985,102.485693310634,129.130375906519
"2-23",23.455133845,0.66699581,2.84370924680178,111.79905,16.4475,14.7116634712012,269.0728,13.5202,5.0247367998549,0.68,0.01,0.37,1.16,9.22,0,0.01,0,0,0,2,"23",95,110,"2018-07-03","50",100,81.15,1.23228589032656,"Omar",1588,"","","","Rain 2","Rain",128,"","","","","","R13",0.93452,0.15048,0.98692,0.029268,0.87994,0.28423,0.0845173333333333,0.123228589032656,14.294516327788,4.55945779420826,8.37954405422058,113.616759088108,"Rain","Rain","Rain",0.289034304929144,1.37768391866913,3.31574614910659,380.87185,4.69343006777572,FALSE,"Rain","Rain",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,122.636865898027,144.206115032232,104.403780956882,113.608139994225
"2-24",13.617082375,5.66934719,41.6340816180162,64.0483,5.3056,8.28374835866057,272.24585,1.1037,0.405405628772671,0.82,0.01,0.36,1.17,8.67,0,0.01,0,0,0,2,"24",95,105,"2018-07-03","50",100,81.15,1.23228589032656,"Omar",1587,"","","","Rain 2","Rain",129,"","","","","","R16",1,0,1,0,1,0,0.0845173333333333,0.123228589032656,14.4177449168207,4.4362292051756,10.1047443006778,106.839186691312,"Rain","Rain","Rain",0.167801384781269,0.789258163894023,3.3548471965496,336.29415,4.14410536044362,FALSE,"Rain","Rain",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,71.1979013285936,82.6139087713079,105.634966038263,100.311306473395
"2-25",125.00393724,1.00053277999999,0.800401013032919,249.2152,1.59180000000001,0.638725085789312,158.9807,8.00160000000002,5.03306376182771,1.83,0.15,0.64,3.03,10.1,0,0.01,0,0.01,0,2,"25",285,180,"2018-07-03","55",105,81.15,1.29390018484288,"Omar",1557,"","","","9","NK",130,"Y","Y","5+","Y","","9NK-1",0.06664,6.0188,0.060953,6.217,0.060608,6.2296,0.0845173333333333,1.94085027726433,39.2051756007394,8.28096118299445,23.6783733826248,130.683918669131,"FALSE","TRUE","TRUE",1.61742617500924,3.22459593345656,2.05705157116451,408.1959,5.28164750462107,FALSE,"NK","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,686.271745401275,337.527676567285,64.7709299792861,127.846402405119
"2-26",113.831933215,3.33497905000001,2.9297394464004,134.348,11.6724,8.68818292791855,172.63875,13.2441,7.67156852097226,1.52,0.15,0.52,1.7,14.55,0.02,0.01,0,0,0,2,"26",290,175,"2018-07-03","10",60,81.15,0.739371534195933,"Omar",1556,"Near gap","","","9","NK",131,"N","N","1","Y","","9NK-2",0.0436,6.9615,0.034055,7.5106,0.11556,4.7955,0.0845173333333333,1.1090573012939,12.5693160813309,3.84473197781885,11.2384473197782,107.578558225508,"FALSE","TRUE","TRUE",0.841640911016636,0.993330868761553,1.27644177449168,306.98675,2.26977264325323,FALSE,"NK","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,357.107103822655,103.974782302803,40.1916616759553,54.9416193457809
"2-27",64.97509564,1.00053278000001,1.53987119240815,183.82315,0.795900000000017,0.432970493651108,143.6671,0,0,1.65,0.08,0.58,1.97,11.96,0,0.01,0,0,0,2,"27",275,190,"2018-07-03","20",70,81.15,0.862600123228589,"Omar",1559,"","","","9","NK",132,"N","Y","2","Y","","9NK-3",0.0029143,12.974,0.0038561,12.351,0.0049979,11.775,0.0845173333333333,0.690080098582871,16.9932224276032,5.00308071472582,14.2329020332717,103.166974738139,"FALSE","TRUE","TRUE",0.560475255058534,1.58565871842267,1.23927258163894,327.49025,2.82493130006161,FALSE,"NK","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,237.808895074328,165.975431992857,39.0213054139154,68.379668169545
"2-28",86.985683915,1.66752859000001,1.91701497872854,187.935,3.18340000000001,1.69388352355868,136.2173,1.65559999999999,1.21541096468657,2.03,0.1,0.91,1.63,16.35,0.01,0.01,0,0,0,2,"28",65,205,"2018-07-03","60",110,81.15,1.35551447935921,"Omar",1665,"","","","10","NK",133,"N","Y","3","N","","10NK-1",0.012145,9.8019,0.01036,10.155,0.012864,9.674,0.0845173333333333,1.35551447935921,22.0948860135551,12.3351817621688,27.516943930992,221.626617375231,"FALSE","TRUE","TRUE",1.17910354043746,2.54748613678373,1.84644522489217,324.1523,4.39393136167591,FALSE,"NK","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,500.292042510203,266.652658063201,58.139511934732,106.358539927892
"2-29",81.816524985,1.33391349,1.63037172532634,243.11375,1.06109999999998,0.43646235558457,92.07005,15.4515,16.7823304103777,1.46,0.09,0.56,2.52,9.09,0.01,0.01,0,0.02,0,2,"29",55,215,"2018-07-03","40",90,81.15,1.1090573012939,"Omar",1667,"","","","10","NK",134,"N","N","4","Y","","10NK-2",0.056539,6.3841,0.049919,6.6608,0.055574,6.4223,0.0845173333333333,0.99815157116451,27.9482439926063,6.21072088724584,16.1922365988909,100.813308687616,"FALSE","TRUE","TRUE",0.90739214401109,2.6962707948244,1.02110961182994,335.1838,3.71738040665434,FALSE,"NK","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,385.005263334716,282.226373646069,32.1519499540656,89.9820957279379
"2-30",128.50564571,2.66798324000001,2.07616033152417,410.90465,3.97929999999997,0.968424183079935,142.0116,2.75919999999999,1.94293987251745,1.03,0.14,0.45,2.38,9.46,0,0.01,0,0.01,0,2,"30",50,220,"2018-07-03","15",65,81.15,0.800985828712261,"Omar",1669,"","","","10","NK",135,"Y","Y","3","N","","10NK-3",0.026492,8.0687,0.019565,8.7423,0.020781,8.6082,0.0845173333333333,1.12138016019717,19.0634627233518,3.60443622920518,8.25015403573629,75.7732593961799,"FALSE","TRUE","TRUE",1.02931201123229,3.29128801601972,1.13749279112754,552.91625,4.42878080714726,FALSE,"NK","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,436.735698621201,344.508527544432,35.8165380775339,107.202097970232
"2-31",107.16201418,12.00576832,11.2033806119339,404.13995,7.42790000000002,1.83795242217455,238.4457,17.383,7.29012936697957,1.88,0.13,1.02,2.93,13.6,0.01,0.01,0,0.01,0,2,"31",135,225,"2018-07-03","10",60,81.15,0.739371534195933,"Omar",1650,"","","","11","N",136,"Y","N","4","Y","","11N-1",0.023341,8.3501,0.024015,8.2868,0.023079,8.3752,0.0845173333333333,0.961182994454713,21.6635859519408,7.54158964879852,13.9001848428835,100.554528650647,"FALSE","TRUE","FALSE",0.79232542831793,2.98809574861368,1.76299963031423,642.58565,4.75109537892791,FALSE,"N","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,336.182611001984,312.772525985617,55.5120383024457,115.003973882786
"2-32",126.337967925,2.33444627,1.8477788651673,375.62215,0.265299999999968,0.0706294876380341,161.18805,0.275900000000007,0.171166534988175,1.58,0.13,0.79,3.96,9,0,0.01,0,0,0,2,"32",135,255,"2018-07-03","20",70,81.15,0.862600123228589,"Omar",1646,"","","","11","N",137,"Y","N","2","N","","11N-2",0.12276,4.6611,0.12516,4.6182,0.10667,4.9733,0.0845173333333333,1.12138016019717,34.1589648798521,6.81454097350585,13.6290819470117,77.634011090573,"FALSE","TRUE","FALSE",1.08979146700555,3.24011712877388,1.39040831792976,536.8102,4.63052544670363,FALSE,"N","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,462.397050165852,339.152324461504,43.7801565433106,112.085484517561
"2-33",123.83675317,2.66798324000001,2.1544357161379,181.4356,3.4486,1.90072951504556,99.9338,3.587,3.58937616702257,1.48,0.14,1.06,3.86,10.76,0,0.01,0,0.02,0,2,"33",120,235,"2018-07-03","20",70,81.15,0.862600123228589,"Omar",1648,"","","","11","N",138,"N","Y","4","Y","","11N-3",0.0080472,10.717,0.0097507,10.29,0.0073168,10.928,0.0845173333333333,1.20764017252002,33.2963647566235,9.14356130622304,12.7664818237831,92.8157732593962,"FALSE","TRUE","FALSE",1.0682159854467,1.56506370918053,0.862029081947012,281.3694,2.42709279112754,FALSE,"N","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,453.242602429049,163.819693487372,27.1429389955887,58.7496763798738
"2-34",142.8458603,2.00090930000001,1.4007471380674,349.2266,9.01960000000003,2.58273567935547,125.1805,24.8328,19.8375945135225,1.58,0.16,0.76,9.65,11.85,0.01,0.01,0,0.01,0,2,"34",295,250,"2018-07-02","20",70,81.15,0.862600123228589,"Omar",1597,"","The same Whatman #1 filter paper was used for all 3 collectors in this plot","","12","C",139,"Y","Y","5+","Y","","12C-1",0.013325,9.5958,0.010132,10.205,0.020079,8.6847,0.0845173333333333,1.38016019716574,83.2409118915588,6.55576093653728,13.6290819470117,102.218114602588,"FALSE","FALSE","FALSE",1.23218856697474,3.01242908194701,1.07980714725816,474.4071,4.09223622920518,FALSE,"C","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,522.815947699386,315.319565562862,34.0001748651336,99.0557736460128
"2-35",163.522456955,3.33497904999999,2.0394624151946,113.52335,3.44869999999999,3.03787722966243,189.8838,26.2124,13.8044425064171,1.75,0.17,0.82,3.63,13.93,0,0.01,0,0,0,2,"35",285,255,"2018-07-02","20",70,81.15,0.862600123228589,"Omar",1601,"","The same Whatman #1 filter paper was used for all 3 collectors in this plot","","12","C",140,"N","Y","3","Y","","12C-2",0.026747,8.0474,0.018391,8.8797,0.028538,7.9034,0.0845173333333333,1.4664202094886,31.3123844731978,7.07332101047443,15.0955021565003,120.160197165742,"FALSE","FALSE","FALSE",1.41054491520025,0.979252556993222,1.63793789279113,303.40715,2.61719044978435,FALSE,"C","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,598.492305786899,102.501165155348,51.5741861077089,63.3511386591429
"2-36",66.47581668,1.33399161999999,2.00673220221052,102.5142,2.6528,2.5877390644418,88.34515,29.5235,33.4183596949012,1.76,0.06,0.92,2.85,12.91,0,0.01,0,0,0,2,"36",285,250,"2018-07-02","350",NA,81.15,NA,"Omar",1599,"Holes chewed in plastic Ziploc, volume measurement not accurate!","The same Whatman #1 filter paper was used for all 3 collectors in this plot","","12","C",141,"N","N","3","Y","","12C-3",0.014749,9.3702,0.01301,9.649,0.026216,8.0919,0.0845173333333333,NA,NA,NA,NA,NA,"FALSE","FALSE","FALSE",NA,NA,NA,190.85935,NA,FALSE,"C","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,NA,NA,NA,NA
"2-38",152.183684445,0.666995810000003,0.438283389203301,91.50495,20.4267,22.3230546544203,182.4339,25.1088,13.763231504671,2.17,0.18,0.78,1.35,12.38,0.01,0.01,0,0.01,0,2,"38",200,305,"2018-07-02","10",60,81.15,0.739371534195933,"Omar",1611,"","The same Whatman #1 filter paper was used for all 3 collectors in this plot","","13","PK",143,"N","N","2","Y","","13PK-2",0.034485,7.4827,0.017776,8.9553,0.02994,7.7968,0.0845173333333333,1.33086876155268,9.9815157116451,5.76709796672828,16.0443622920518,91.5341959334566,"TRUE","FALSE","TRUE",1.12520284247689,0.676561552680222,1.34886432532347,273.93885,2.0254258780037,FALSE,"PK","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,477.422049035828,70.817632237762,42.4720497977718,49.0270150771034
"2-39",223.21780065,3.33490091999999,1.49401208608315,292.05825,12.4683,4.26911412363801,86.5517,7.72579999999999,8.92622559695534,1.89,0.24,0.91,3.54,9.39,0,0.01,0,0.02,0,2,"39",175,285,"2018-07-02","10",60,81.15,0.739371534195933,"Omar",1609,"","The same Whatman #1 filter paper was used for all 3 collectors in this plot","","13","PK",144,"N","Y","3","Y","","13PK-3",0.017722,8.9621,0.010874,10.048,0.019931,8.701,0.0845173333333333,1.77449168207024,26.173752310536,6.72828096118299,13.9741219963031,69.4269870609981,"TRUE","FALSE","TRUE",1.65040887726433,2.15939556377079,0.639938632162662,378.60995,2.79933419593346,FALSE,"PK","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,700.266261499988,226.030108103489,20.149917929079,67.7600702747762
"2-40",551.70905712,6.00288416000004,1.08805249479426,245.7665,11.1418,4.53349012172122,73.9973,10.209,13.796449329908,2.99,0.6,1.14,2.72,11.59,0.01,0.01,0,0.01,0,2,"40",80,300,"2018-07-03","40",90,81.15,1.1090573012939,"Omar",1675,"Near gap","","","14","P",145,"N","N","3","Y","","14P-1",0.11201,4.8649,0.067729,5.9828,0.1536,4.1631,0.0845173333333333,6.6543438077634,30.1663585951941,12.6432532347505,33.1608133086876,128.539741219963,"TRUE","FALSE","FALSE",6.11876957988909,2.72569131238447,0.820672458410351,319.7638,3.54636377079482,FALSE,"P","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,2596.18568326602,285.30590334231,25.8407319897836,85.8425045062715
"2-41",1203.350447,10.0053278,0.831455859342032,601.3772,1.85699999999997,0.308791221216895,151.117,5.51840000000001,3.65174004248365,2.59,1.25,1.31,6.74,10.93,0,0.01,0,0.01,0,2,"41",75,295,"2018-07-03","20",70,81.15,0.862600123228589,"Omar",1673,"","","","14","P",146,"Y","Y","5+","Y","","14P-2",0.0086942,10.545,0.012047,9.8199,0.0084966,10.596,0.0845173333333333,10.7825015403574,58.1392483056069,11.3000616142945,22.3413431916205,94.2821934688848,"TRUE","FALSE","FALSE",10.3801024386938,5.18748046826864,1.30353542821935,752.4942,6.49101589648799,FALSE,"P","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,4404.2634700194,542.988413378048,41.0447667575572,157.120108752878
"2-42",901.53855415,6.66995810000003,0.739841692770275,862.4149,11.4072,1.32270441987957,210.02595,24.5569,11.6923170684384,1.75,0.94,1.11,14.51,9.66,0.01,0.01,0,0.02,0,2,"42",80,295,"2018-07-03","20",70,81.15,0.862600123228589,"Omar",1671,"","","","14","P",147,"Y","Y","5+","Y","","14P-3",0.013166,9.6225,0.013749,9.5262,0.01045,10.136,0.0845173333333333,8.10844115834874,125.163277880468,9.57486136783734,15.0955021565003,83.3271719038817,"TRUE","FALSE","FALSE",7.77667267905114,7.43919199014171,1.81168410351201,1072.44085,9.25087609365373,FALSE,"P","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,3299.63173301331,778.681496778707,57.0449792596755,223.92468006136
"2-43",179.02989468,4.3354337,2.42162556580241,394.45715,10.8765,2.757333717997,126.56005,0.551900000000003,0.436077577402983,1.06,0.19,0.52,1.36,10.41,0,0.02,0,0.01,0,2,"43",250,325,"2018-07-02","40",90,81.15,1.1090573012939,"Omar",1603,"","The same Whatman #1 filter paper was used for all 3 collectors in this plot","","15","NP",148,"Y","Y","4","Y","","15NP-1",0.058953,6.2912,0.0686,5.9544,0.055007,6.4451,0.0845173333333333,2.10720887245841,15.083179297597,5.76709796672828,11.7560073937153,115.452865064695,"TRUE","TRUE","FALSE",1.98554411844732,4.37475582255083,1.40362347504621,521.0172,5.77837929759704,FALSE,"NP","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,842.463692496068,457.918200855622,44.1962657105545,139.870183362985
"2-44",585.8921822,11.6723094799999,1.99222823492386,256.7757,1.85700000000003,0.723199274697733,378.06125,16.8311,4.45195057679147,2.53,0.66,1.81,6.22,8.81,0,0.02,0,0.01,0,2,"44",265,355,"2018-07-02","20",70,81.15,0.862600123228589,"Omar",1607,"","The same Whatman #1 filter paper was used for all 3 collectors in this plot","","15","NP",149,"N","Y","3","Y","","15NP-2",0.016763,9.0857,0.0086407,10.558,0.025241,8.1762,0.0845173333333333,5.69316081330869,53.6537276648182,15.6130622304375,21.8237831176833,75.9950708564387,"TRUE","TRUE","FALSE",5.05390668564387,2.21494750462107,3.26115680837954,634.83695,5.47610431300062,FALSE,"NP","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,2144.36579291303,231.84488859411,102.684911865115,132.553381307584
"2-45",34.96067484,1.00053278,2.86188062610064,37.52005,6.8973,18.3829712380447,188.3662,28.6956,15.2339432445948,1.21,0.02,0.45,0.0422586666666667,10.13,0,0.01,0,0,0,2,"45",255,345,"2018-07-02","60",110,81.15,1.35551447935921,"Omar",1605,"","The same Whatman #1 filter paper was used for all 3 collectors in this plot","","15","NP",150,"N","Y","2","N","","15NP-3",0.14767,4.2507,0.18762,3.7185,0.10775,4.9511,0.0845173333333333,0.271102895871842,0.572822345450811,6.09981515711645,16.4017252002465,137.313616759088,"TRUE","TRUE","FALSE",0.473897009537893,0.508589710412816,2.55333111521873,225.88625,3.06192082563155,FALSE,"NP","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,201.073862226915,53.2355392192205,80.3974159890125,74.1161847063459
"2-49",120.668542605,1.66752859,1.38190828694976,170.69165,10.6113,6.21664855896583,41.57675,12.6923,30.5273981251541,1.08,0.13,0.45,0.89,9.05,0,0.01,0,0,0,2,"49",165,365,"2018-07-03","10",60,81.15,0.739371534195933,"Omar",1619,"","","","17","NPK",151,"Y","N","3","Y","","17NPK-1",0.085199,5.4728,0.10518,5.0047,0.062774,6.1516,0.0845173333333333,0.961182994454713,6.58040665434381,3.3271719038817,7.98521256931608,66.913123844732,"TRUE","TRUE","TRUE",0.892188854750462,1.26204547134935,0.307406654343808,212.2684,1.56945212569316,FALSE,"NPK","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,378.554528198893,132.101908101767,9.67939509285011,37.989814322403
"2-50",614.57261138,3.66835976,0.596896069247673,370.0512,7.69319999999999,2.07895556074402,532.3006,17.383,3.26563599590157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"50",155,370,"2018-07-03","0",40,81.15,0.492914356130622,"Omar",1617,"","","","17","NPK",152,"Y","Y","5+","Y","","17NPK-2",0.048792,6.7115,0.025104,8.1883,0.040918,7.1026,NA,NA,NA,NA,NA,NA,"TRUE","TRUE","TRUE",3.02931663033888,1.82403548983364,2.62378607516944,902.3518,4.44782156500308,FALSE,"NPK","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,1285.33496205098,190.927010256403,82.6158500533939,107.662994383482
"2-51",114.99915635,1.00053277999999,0.870034886999407,268.0502,3.18340000000001,1.18761336495925,101.17545,29.7993,29.4530936111478,2.99,0.12,1.32,1.84,9.81,0,0.01,0,0.12,0,2,"51",155,360,"2018-07-03","30",80,81.15,0.985828712261245,"Omar",1615,"","","","17","NPK",153,"Y","N","4","Y","","17NPK-3",0.019026,8.8043,0.025725,8.134,0.014682,9.3803,0.0845173333333333,1.18299445471349,18.1392483056069,13.0129390018484,29.4762784966112,96.7097966728281,"TRUE","TRUE","TRUE",1.1336947021565,2.64251583487369,0.997416635859519,369.22565,3.63993247073321,FALSE,"NPK","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,481.025133648943,276.599688284383,31.4059229175569,88.1074079581547
"2-52",72.645469325,1.00045465,1.37717418484033,99.06555,1.06110000000001,1.07110897784347,160.08435,8.55349999999999,5.34312067356989,1.93,0.07,0.7,1.06,11.22,0,0.01,0,0,0,2,"52",85,400,"2018-07-03","40",90,81.15,1.1090573012939,"Omar",1625,"","","","18","K",154,"N","N","3","Y","","18K-1",0.033345,7.5575,0.033698,7.5341,0.036329,7.367,0.0845173333333333,0.77634011090573,11.7560073937153,7.7634011090573,21.4048059149723,124.436229205176,"FALSE","FALSE","TRUE",0.805679881608133,1.09869371534196,1.77542717190388,259.1499,2.87412088724584,FALSE,"K","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,341.848887528203,115.003412722453,55.9033476100982,69.5703405405796
